Dataset,Wavpath,IBI_threshold,dur_before,dur_after,dur_middle,dur_audio,unannotated_ratio,min_max_temporange,mean_tempo,min_tempo,max_tempo,count_slower,count_faster,num_ibis,dur_slower,dur_faster
ASAP,Chopin_Etudes_op_10_1_LiYZ02M.wav,6,1.03,4.71,0.00,116.23,0.05,"(10, 300)",171.24,87.27,209.45,0,0,312,0,0.00
ASAP,Schubert_Impromptu_op.90_D.899_3_Mizumoto07M.wav,6,1.05,4.68,0.00,308.77,0.02,"(10, 300)",70.67,12.97,111.17,0,0,340,0,0.00
ASAP,Chopin_Etudes_op_10_8_Lou03M.wav,6,0.77,4.68,0.00,147.69,0.04,"(10, 300)",164.29,36.27,229.82,0,0,377,0,0.00
ASAP,Bach_Fugue_bwv_875_Ahfat01M.wav,6,0.50,4.67,0.00,130.66,0.04,"(10, 300)",52.03,13.05,58.48,0,0,106,0,0.00
ASAP,Bach_Prelude_bwv_870_MaximovI01M.wav,6,0.96,4.63,0.00,154.62,0.04,"(10, 300)",54.16,17.48,60.35,0,0,132,0,0.00
ASAP,Chopin_Etudes_op_10_1_ChenW03M.wav,6,0.97,4.62,0.00,117.70,0.05,"(10, 300)",170.03,73.94,208.70,0,0,312,0,0.00
ASAP,Chopin_Etudes_op_25_12_HouKimberly03M.wav,6,0.36,4.62,0.00,138.88,0.04,"(10, 300)",156.20,69.29,247.08,0,0,330,0,0.00
ASAP,Bach_Fugue_bwv_854_LuA01M.wav,6,0.81,4.61,0.00,69.48,0.08,"(10, 300)",103.46,61.70,112.83,0,0,110,0,0.00
ASAP,Bach_Fugue_bwv_865_Teo01M.wav,6,0.83,4.58,0.00,244.85,0.02,"(10, 300)",88.21,24.35,102.40,0,0,345,0,0.00
ASAP,Bach_Fugue_bwv_857_Bult-ItoS02M.wav,6,0.50,4.54,0.00,207.20,0.02,"(10, 300)",67.98,29.79,101.38,0,0,227,0,0.00
ASAP,Bach_Fugue_bwv_873_Lisiecki13M.wav,6,0.50,4.52,0.00,122.07,0.04,"(10, 300)",145.28,42.05,175.88,0,0,280,0,0.00
ASAP,Bach_Fugue_bwv_875_CaoJ01M.wav,6,0.50,4.52,0.00,120.56,0.04,"(10, 300)",55.52,23.97,61.08,0,0,106,0,0.00
ASAP,Haydn_Keyboard_Sonatas_46-1_YuP03M.wav,6,1.05,4.48,0.00,353.08,0.02,"(10, 300)",80.03,24.93,124.47,0,0,446,0,0.00
ASAP,Bach_Fugue_bwv_892_KabuliL01M.wav,6,0.50,4.46,0.00,232.24,0.02,"(10, 300)",54.68,28.09,60.73,0,0,206,0,0.00
ASAP,Bach_Prelude_bwv_846_Shi05M.wav,6,1.03,4.45,0.00,139.12,0.04,"(10, 300)",61.92,24.52,70.67,0,0,136,0,0.00
ASAP,Bach_Prelude_bwv_857_Lan01M.wav,6,1.05,4.45,0.00,114.55,0.05,"(10, 300)",46.60,21.65,51.29,0,0,84,0,0.00
ASAP,Liszt_Transcendental_Etudes_5_Wang06M.wav,6,1.45,4.42,0.00,219.34,0.03,"(10, 300)",76.07,28.44,119.07,0,0,263,0,0.00
ASAP,Liszt_Transcendental_Etudes_1_LuoJ05M.wav,6,0.99,4.42,0.00,46.16,0.12,"(10, 300)",149.92,35.00,237.45,0,0,91,0,0.00
ASAP,Chopin_Etudes_op_10_8_KyykhynenT09M.wav,6,1.04,4.41,0.00,153.35,0.04,"(10, 300)",155.42,68.01,222.60,0,0,377,0,0.00
ASAP,Chopin_Ballades_4_LuEric04M.wav,6,0.98,4.40,6.74,658.92,0.02,"(10, 300)",51.45,8.90,117.85,1,0,482,6.73893,0.00
ASAP,Chopin_Ballades_1_Richardson13M.wav,6,1.03,4.39,0.00,512.01,0.01,"(10, 300)",127.63,17.70,344.53,0,63,652,0,12.09
ASAP,Chopin_Etudes_op_25_10_Guo02M.wav,6,1.04,4.37,0.00,244.75,0.02,"(10, 300)",115.84,18.75,360.71,0,2,397,0,0.33
ASAP,Bach_Fugue_bwv_848_MiyashitaM01M.wav,6,0.81,4.37,0.00,139.78,0.04,"(10, 300)",97.17,30.74,107.26,0,0,216,0,0.00
ASAP,Liszt_Transcendental_Etudes_5_Park03M.wav,6,1.28,4.36,0.00,247.13,0.02,"(10, 300)",69.90,16.90,103.78,0,0,263,0,0.00
ASAP,Chopin_Etudes_op_10_8_LuEric03M.wav,6,0.99,4.36,0.00,128.30,0.04,"(10, 300)",187.72,82.29,279.28,0,0,377,0,0.00
ASAP,Bach_Fugue_bwv_860_Nikiforov05M.wav,6,0.50,4.35,0.00,170.65,0.03,"(10, 300)",62.40,25.58,67.57,0,0,171,0,0.00
ASAP,Schumann_Toccata_DupreeF13M.wav,6,1.00,4.34,0.00,294.17,0.02,"(10, 300)",120.57,33.37,178.95,0,0,564,0,0.00
ASAP,Liszt_Transcendental_Etudes_4_GuoE03M.wav,6,1.03,4.34,6.05,486.06,0.02,"(10, 300)",102.55,9.91,354.46,1,1,681,6.05469,0.17
ASAP,Beethoven_Piano_Sonatas_28-1_KyykhynenT06M.wav,6,1.09,4.31,0.00,233.91,0.02,"(10, 300)",55.29,18.90,70.95,0,0,203,0,0.00
ASAP,Chopin_Sonata_3_4th_KimSY23M.wav,6,0.51,4.31,0.00,327.95,0.01,"(10, 300)",109.40,21.18,173.89,0,0,570,0,0.00
ASAP,Chopin_Etudes_op_25_5_Levitsky10M.wav,6,0.75,4.30,0.00,185.48,0.03,"(10, 300)",167.71,38.02,374.65,0,8,428,0,1.41
ASAP,Chopin_Ballades_4_ChenC04M.wav,6,1.01,4.29,6.34,604.95,0.02,"(10, 300)",54.60,9.46,122.55,1,0,482,6.34441,0.00
ASAP,Bach_Fugue_bwv_888_ZhaoK01M.wav,6,0.77,4.28,0.00,71.22,0.07,"(10, 300)",107.38,17.20,116.72,0,0,113,0,0.00
ASAP,Chopin_Ballades_4_Nikiforov13M.wav,6,0.95,4.27,0.00,617.03,0.01,"(10, 300)",52.32,11.91,113.08,0,0,482,0,0.00
ASAP,Chopin_Etudes_op_25_12_LuA04M.wav,6,0.83,4.24,0.00,140.81,0.04,"(10, 300)",152.13,58.30,202.82,0,0,330,0,0.00
ASAP,Chopin_Ballades_4_MiyashitaM04M.wav,6,1.02,4.24,0.00,642.56,0.01,"(10, 300)",50.22,10.44,102.77,0,0,482,0,0.00
ASAP,Bach_Fugue_bwv_883_Khmara04.wav,6,1.66,4.20,0.00,260.51,0.02,"(10, 300)",65.27,34.93,71.30,0,0,276,0,0.00
ASAP,Chopin_Scherzos_31_SunD04M.wav,6,0.58,4.20,0.00,536.03,0.01,"(10, 300)",306.45,54.99,9600.00,0,1186,2337,0,196.44
ASAP,Liszt_Gran_Etudes_de_Paganini_2_La_campanella_Levitsky06M.wav,6,1.98,4.19,0.00,276.12,0.02,"(10, 300)",67.80,24.85,194.70,0,0,283,0,0.00
ASAP,Bach_Fugue_bwv_868_GonzalezJ05M.wav,6,1.00,4.19,0.00,124.72,0.04,"(10, 300)",66.33,27.93,72.49,0,0,131,0,0.00
ASAP,Chopin_Scherzos_31_TuanS05M.wav,6,0.97,4.17,0.00,584.86,0.01,"(10, 300)",275.58,65.31,1772.00,0,860,2337,0,145.70
ASAP,Bach_Fugue_bwv_848_SunY01M.wav,6,0.82,4.15,0.00,125.45,0.04,"(10, 300)",107.98,51.86,118.28,0,0,216,0,0.00
ASAP,Bach_Fugue_bwv_860_Ko04M.wav,6,0.50,4.15,0.00,169.31,0.03,"(10, 300)",62.60,32.10,70.14,0,0,171,0,0.00
ASAP,Bach_Fugue_bwv_848_LeeSH01M.wav,6,0.86,4.13,0.00,148.66,0.03,"(10, 300)",90.83,35.73,111.41,0,0,216,0,0.00
ASAP,Chopin_Scherzos_31_LinTami06M.wav,6,0.94,4.10,0.00,553.02,0.01,"(10, 300)",299.43,63.65,3544.00,0,1082,2337,0,180.48
ASAP,Schubert_Wanderer_fantasie_Larionova05M.wav,6,0.98,4.09,6.85,1264.07,0.01,"(10, 300)",175.95,8.76,1137.66,1,92,2406,6.84896,17.17
ASAP,Bach_Prelude_bwv_865_Rizikov01M.wav,6,0.99,4.09,0.00,60.37,0.08,"(10, 300)",88.37,51.33,96.30,0,0,81,0,0.00
ASAP,Bach_Fugue_bwv_876_Song01M.wav,6,0.50,4.08,0.00,90.49,0.05,"(10, 300)",97.27,38.30,108.94,0,0,138,0,0.00
ASAP,Chopin_Sonata_3_4th_HuangSW06M.wav,6,0.50,4.08,0.00,302.33,0.02,"(10, 300)",118.32,24.10,176.55,0,0,570,0,0.00
ASAP,Bach_Fugue_bwv_848_Zhou01M.wav,6,0.87,4.07,0.00,142.54,0.03,"(10, 300)",94.53,50.21,103.32,0,0,216,0,0.00
ASAP,Schubert_Piano_Sonatas_894-2_Yeletskiy08M.wav,6,1.39,4.07,0.00,460.36,0.01,"(10, 300)",83.96,26.48,141.35,0,0,604,0,0.00
ASAP,Chopin_Etudes_op_10_1_YuP02M.wav,6,1.00,4.06,0.00,117.21,0.04,"(10, 300)",169.44,75.54,202.81,0,0,312,0,0.00
ASAP,Bach_Prelude_bwv_889_Wang01M.wav,6,0.56,4.06,0.00,149.01,0.03,"(10, 300)",52.96,36.12,57.03,0,0,127,0,0.00
ASAP,Chopin_Scherzos_31_LuoJ12M.wav,6,0.97,4.02,0.00,537.09,0.01,"(10, 300)",306.81,58.72,11538.46,0,1084,2337,0,180.78
ASAP,Bach_Fugue_bwv_883_LuM01M.wav,6,0.85,4.00,0.00,183.46,0.03,"(10, 300)",93.22,45.58,114.40,0,0,276,0,0.00
ASAP,Bach_Fugue_bwv_848_Lou01M.wav,6,0.81,3.99,0.00,129.46,0.04,"(10, 300)",104.58,52.91,121.90,0,0,216,0,0.00
ASAP,Chopin_Scherzos_31_ZhangW04M.wav,6,1.02,3.98,0.00,580.55,0.01,"(10, 300)",280.04,61.34,1056.71,0,906,2337,0,151.00
ASAP,Chopin_Ballades_3_Ko11M.wav,6,0.00,3.96,0.00,419.58,0.01,"(10, 300)",72.81,34.54,136.33,0,0,480,0,0.00
ASAP,Schubert_Moment_Musical_no_1_MunA10M.wav,6,0.95,3.94,0.00,352.03,0.01,"(10, 300)",84.19,25.93,123.61,0,0,456,0,0.00
ASAP,Bach_Prelude_bwv_863_TongB01M.wav,6,1.03,3.94,0.00,94.35,0.05,"(10, 300)",38.10,19.06,41.28,0,0,56,0,0.00
ASAP,Schubert_Moment_musical_no_3_Tetzloff09M.wav,6,0.59,3.93,0.00,107.16,0.04,"(10, 300)",91.59,52.75,115.05,0,0,154,0,0.00
ASAP,Chopin_Etudes_op_10_8_MiyashitaM05M.wav,6,0.90,3.93,0.00,142.06,0.03,"(10, 300)",169.14,66.32,266.05,0,0,377,0,0.00
ASAP,Chopin_Etudes_op_10_4_Duepree06M.wav,6,0.97,3.91,0.00,125.74,0.04,"(10, 300)",163.42,80.35,230.40,0,0,325,0,0.00
ASAP,Bach_Fugue_bwv_892_Hou01M.wav,6,0.50,3.90,0.00,246.72,0.02,"(10, 300)",51.32,29.13,57.53,0,0,206,0,0.00
ASAP,Liszt_Transcendental_Etudes_5_WangY02M.wav,6,1.27,3.88,0.00,216.11,0.02,"(10, 300)",76.76,43.89,123.47,0,0,263,0,0.00
ASAP,Bach_Fugue_bwv_884_LiA01M.wav,6,0.66,3.87,0.00,66.92,0.07,"(10, 300)",208.35,62.93,250.69,0,0,213,0,0.00
ASAP,Bach_Fugue_bwv_854_MiyashitaM01M.wav,6,0.83,3.87,0.00,69.68,0.07,"(10, 300)",102.36,48.77,115.66,0,0,110,0,0.00
ASAP,Chopin_Ballades_4_Mizumoto02M.wav,6,0.68,3.82,7.10,654.67,0.02,"(10, 300)",50.74,8.45,108.94,1,0,482,7.10351,0.00
ASAP,Chopin_Etudes_op_10_8_Zhou03M.wav,6,0.96,3.79,0.00,134.52,0.04,"(10, 300)",178.31,88.87,346.48,0,1,377,0,0.17
ASAP,Bach_Fugue_bwv_860_Tetzloff04M.wav,6,0.50,3.78,0.00,164.53,0.03,"(10, 300)",64.97,24.86,74.62,0,0,171,0,0.00
ASAP,Chopin_Etudes_op_10_5_ZhangW03M.wav,6,1.01,3.77,0.00,101.09,0.05,"(10, 300)",108.60,44.32,138.80,0,0,168,0,0.00
ASAP,Bach_Prelude_bwv_857_ToA01M.wav,6,1.01,3.74,0.00,128.26,0.04,"(10, 300)",41.28,21.73,50.96,0,0,84,0,0.00
ASAP,Beethoven_Piano_Sonatas_32-1_HouY04M.wav,6,1.05,3.73,0.00,546.81,0.01,"(10, 300)",111.80,22.55,271.05,0,0,832,0,0.00
ASAP,Schumann_Toccata_repeat_WangY07M.wav,6,1.00,3.73,0.00,405.37,0.01,"(10, 300)",114.93,62.02,180.71,0,0,758,0,0.00
ASAP,Bach_Fugue_bwv_885_JeonH01M.wav,6,0.50,3.72,0.00,153.40,0.03,"(10, 300)",100.33,52.06,110.66,0,0,248,0,0.00
ASAP,Chopin_Scherzos_31_LeeN04M.wav,6,1.00,3.69,0.00,583.09,0.01,"(10, 300)",288.35,59.84,10471.20,0,863,2337,0,145.81
ASAP,Beethoven_Piano_Sonatas_29-4_ChowK05M.wav,6,0.50,3.68,41.91,675.48,0.07,"(10, 300)",128.97,4.83,295.39,4,0,1221,41.91473,0.00
ASAP,Chopin_Scherzos_39_Bult-ItoS05M.wav,6,1.01,3.67,0.00,419.96,0.01,"(10, 300)",312.33,65.23,951.32,0,1045,1944,0,168.29
ASAP,Bach_Fugue_bwv_864_SunD01M.wav,6,0.50,3.67,0.00,146.02,0.03,"(10, 300)",67.86,28.71,75.36,0,0,159,0,0.00
ASAP,Bach_Fugue_bwv_889_Giesbrecht01M.wav,6,0.50,3.67,0.00,95.88,0.04,"(10, 300)",71.66,40.63,79.45,0,0,109,0,0.00
ASAP,Liszt_Gran_Etudes_de_Paganini_2_La_campanella_VuV06M.wav,6,1.64,3.66,0.00,280.00,0.02,"(10, 300)",65.95,21.00,130.32,0,0,283,0,0.00
ASAP,Schubert_Piano_Sonatas_664-1_BuiJL06M.wav,6,0.35,3.65,0.00,344.07,0.01,"(10, 300)",95.88,39.18,132.26,0,0,531,0,0.00
ASAP,Bach_Prelude_bwv_854_MiyashitaM01M.wav,6,0.99,3.63,0.00,80.35,0.06,"(10, 300)",73.52,32.88,82.17,0,0,92,0,0.00
ASAP,Bach_Prelude_bwv_857_WangA01M.wav,6,1.08,3.62,0.00,134.93,0.03,"(10, 300)",38.94,21.41,42.41,0,0,84,0,0.00
ASAP,Chopin_Ballades_4_Kociuban07M.wav,6,1.00,3.61,0.00,648.48,0.01,"(10, 300)",51.36,10.29,109.98,0,0,482,0,0.00
ASAP,Chopin_Etudes_op_10_5_LiA03M.wav,6,0.99,3.60,0.00,93.28,0.05,"(10, 300)",116.54,54.34,135.53,0,0,168,0,0.00
ASAP,Chopin_Etudes_op_25_11_Sham02M.wav,6,1.00,3.59,0.00,216.75,0.02,"(10, 300)",118.05,16.98,166.95,0,0,380,0,0.00
ASAP,Chopin_Scherzos_31_HuNY08M.wav,6,1.03,3.57,0.00,581.97,0.01,"(10, 300)",280.18,38.36,14388.49,0,848,2337,0,147.04
ASAP,Bach_Fugue_bwv_889_ZhangW02M.wav,6,0.50,3.57,0.00,89.75,0.05,"(10, 300)",77.00,35.27,87.01,0,0,109,0,0.00
ASAP,Bach_Fugue_bwv_856_LuoJ01M.wav,6,0.50,3.55,0.00,69.16,0.06,"(10, 300)",200.54,52.84,236.47,0,0,214,0,0.00
ASAP,Bach_Prelude_bwv_885_Guo01M.wav,6,0.99,3.54,0.00,147.50,0.03,"(10, 300)",34.93,26.14,39.71,0,0,83,0,0.00
ASAP,Liszt_Gran_Etudes_de_Paganini_2_La_campanella_ZhangH07M.wav,6,1.29,3.54,0.00,271.01,0.02,"(10, 300)",67.20,22.08,115.49,0,0,283,0,0.00
ASAP,Bach_Prelude_bwv_870_LeeE01M.wav,6,0.98,3.53,0.00,144.39,0.03,"(10, 300)",56.89,35.68,64.29,0,0,132,0,0.00
ASAP,Liszt_Transcendental_Etudes_10_LeungM06M.wav,6,1.26,3.52,0.00,236.40,0.02,"(10, 300)",100.86,44.56,223.15,0,0,365,0,0.00
ASAP,Bach_Prelude_bwv_863_Shychko01M.wav,6,1.03,3.52,0.00,102.03,0.04,"(10, 300)",34.65,21.65,36.57,0,0,56,0,0.00
ASAP,Chopin_Sonata_3_4th_GarritsonL11M.wav,6,0.51,3.48,0.00,256.31,0.02,"(10, 300)",138.97,42.99,181.77,0,0,570,0,0.00
ASAP,Beethoven_Piano_Sonatas_23-1_LiuC02M.wav,6,1.04,3.47,0.00,518.23,0.01,"(10, 300)",137.22,19.16,3492.43,0,6,1045,0,0.68
ASAP,Chopin_Barcarolle_Ozel10M.wav,6,1.01,3.46,0.00,500.74,0.01,"(10, 300)",59.25,21.78,107.92,0,0,462,0,0.00
ASAP,Bach_Prelude_bwv_874_BianF01M.wav,6,0.97,3.46,0.00,154.46,0.03,"(10, 300)",89.65,46.50,104.25,0,0,223,0,0.00
ASAP,Bach_Fugue_bwv_860_ZhangH04M.wav,6,0.50,3.46,0.00,166.09,0.02,"(10, 300)",63.64,31.29,70.19,0,0,171,0,0.00
ASAP,Schubert_Impromptu_op.90_D.899_4_no_repeat_Huang10M.wav,6,1.01,3.44,0.00,403.94,0.01,"(10, 300)",126.76,40.53,162.54,0,0,822,0,0.00
ASAP,Bach_Prelude_bwv_893_Wong01M.wav,6,1.05,3.44,0.00,147.32,0.03,"(10, 300)",56.83,15.38,67.17,0,0,130,0,0.00
ASAP,Chopin_Scherzos_31_TongB04M.wav,6,1.02,3.43,0.00,560.78,0.01,"(10, 300)",285.02,55.17,929.08,0,980,2337,0,164.49
ASAP,Bach_Prelude_bwv_863_LeeN01M.wav,6,1.05,3.42,0.00,102.88,0.04,"(10, 300)",34.46,18.21,37.87,0,0,56,0,0.00
ASAP,Bach_Prelude_bwv_860_TuanS01M.wav,6,0.95,3.40,0.00,51.14,0.08,"(10, 300)",186.97,60.46,225.00,0,0,144,0,0.00
ASAP,Chopin_Etudes_op_10_4_Knoll03M.wav,6,1.01,3.39,0.00,112.88,0.04,"(10, 300)",181.37,94.23,292.57,0,0,325,0,0.00
ASAP,Bach_Fugue_bwv_858_Zhang01M.wav,6,0.99,3.39,0.00,129.59,0.03,"(10, 300)",65.02,33.56,72.68,0,0,135,0,0.00
ASAP,Haydn_Keyboard_Sonatas_50-1_no_repeat_Huang05M.wav,6,1.02,3.37,0.00,328.87,0.01,"(10, 300)",113.27,21.84,139.64,0,0,598,0,0.00
ASAP,Bach_Prelude_bwv_893_Levitsky04M.wav,6,1.09,3.36,0.00,135.67,0.03,"(10, 300)",62.05,14.05,70.03,0,0,130,0,0.00
ASAP,Beethoven_Piano_Sonatas_23-1_Guo03M.wav,6,0.99,3.36,0.00,572.42,0.01,"(10, 300)",116.73,18.30,503.61,0,2,1045,0,0.24
ASAP,Chopin_Etudes_op_10_4_ZhaoA03M.wav,6,1.01,3.36,0.00,124.04,0.04,"(10, 300)",164.37,106.96,232.73,0,0,325,0,0.00
ASAP,Beethoven_Piano_Sonatas_23-1_Mizumoto06M.wav,6,0.99,3.36,0.00,525.69,0.01,"(10, 300)",129.09,18.55,815.66,0,6,1045,0,0.86
ASAP,Chopin_Etudes_op_10_4_Sladek03M.wav,6,1.03,3.35,0.00,116.56,0.04,"(10, 300)",177.44,82.73,301.17,0,1,325,0,0.20
ASAP,Liszt_Gran_Etudes_de_Paganini_2_La_campanella_LeungR04M.wav,6,1.69,3.34,0.00,286.45,0.02,"(10, 300)",62.72,23.00,96.24,0,0,283,0,0.00
ASAP,Chopin_Etudes_op_10_2_JeonH02M.wav,6,1.04,3.34,0.00,82.35,0.05,"(10, 300)",149.43,73.00,162.94,0,0,192,0,0.00
ASAP,Bach_Fugue_bwv_854_Richardson01M.wav,6,0.81,3.34,0.00,63.95,0.06,"(10, 300)",111.59,46.62,125.22,0,0,110,0,0.00
ASAP,Chopin_Etudes_op_10_2_Hebert03M.wav,6,0.99,3.34,0.00,71.73,0.06,"(10, 300)",172.73,62.69,197.77,0,0,192,0,0.00
ASAP,Liszt_Gran_Etudes_de_Paganini_2_La_campanella_Lin07M.wav,6,1.55,3.33,0.00,268.55,0.02,"(10, 300)",68.64,28.05,192.40,0,0,283,0,0.00
ASAP,Chopin_Barcarolle_LeeSH05M.wav,6,0.98,3.33,0.00,522.16,0.01,"(10, 300)",58.05,19.61,106.87,0,0,462,0,0.00
ASAP,Chopin_Scherzos_31_Jussow11M.wav,6,0.98,3.32,0.00,568.05,0.01,"(10, 300)",288.98,40.35,1279.86,0,1009,2337,0,166.26
ASAP,Beethoven_Piano_Sonatas_16-2_LuoJ04M.wav,6,0.50,3.32,0.00,603.95,0.01,"(10, 300)",36.92,11.71,44.87,0,0,358,0,0.00
ASAP,Beethoven_Piano_Sonatas_31-3_4_Zuber04M.wav,6,0.53,3.30,7.07,646.22,0.02,"(10, 300)",61.50,8.49,98.25,1,0,527,7.06705,0.00
ASAP,Bach_Fugue_bwv_848_Lee01M.wav,6,0.85,3.30,0.00,127.17,0.03,"(10, 300)",105.77,53.74,121.10,0,0,216,0,0.00
ASAP,Bach_Fugue_bwv_893_Wong01M.wav,6,0.50,3.28,0.00,106.00,0.04,"(10, 300)",177.54,52.31,246.42,0,0,299,0,0.00
ASAP,Bach_Prelude_bwv_885_JeonH01M.wav,6,1.06,3.28,0.00,176.37,0.02,"(10, 300)",29.23,18.35,34.86,0,0,83,0,0.00
ASAP,Beethoven_Piano_Sonatas_30-1_MaslovV02M.wav,6,0.96,3.26,0.00,223.07,0.02,"(10, 300)",76.50,13.08,114.91,0,0,215,0,0.00
ASAP,Beethoven_Piano_Sonatas_17-2_USHIKI05M.wav,6,1.04,3.24,0.00,456.87,0.01,"(10, 300)",41.84,15.38,91.61,0,0,308,0,0.00
ASAP,Schubert_Impromptu_op142_1_Ozaki07M.wav,6,1.13,3.24,0.00,538.58,0.01,"(10, 300)",113.89,62.52,148.17,0,0,992,0,0.00
